,GRUP,ALT GRUP,PARÇA,STOK KODU,AÇIKLAMA
1,MEKANİK,Motor,Enjektör,MTRENJONR,"MTRENJONR - Motor, Enjektör, Onarım"
2,MEKANİK,Motor,Enjektör,MTRENJDGSSFROEM04,"MTRENJDGSSFROEM04 - Motor, Enjektör, Değişim, Sıfır Ürün, OEM, 4 adet"
3,MEKANİK,Motor,Enjektör,MTRENJDGSSFRMUA04,"MTRENJDGSSFRMUA04 - Motor, Enjektör, Değişim, Sıfır Ürün, MUA, 4 adet"
4,MEKANİK,Motor,Enjektör,MTRENJDGSCKMOEM04,"MTRENJDGSCKMOEM04 - Motor, Enjektör, Değişim, Çıkma, OEM, 4 adet"
5,MEKANİK,Motor,Enjektör,MTRENJDGSCKMMUA04,"MTRENJDGSCKMMUA04 - Motor, Enjektör, Değişim, Çıkma, MUA, 4 adet"
6,MEKANİK,Motor,Silindir Kapağı,MTRSKBONR,"MTRSKBONR - Motor, Silindir Kapağı, Onarım"
7,MEKANİK,Motor,Silindir Kapağı,MTRSKBDGSSFROEM01,"MTRSKBDGSSFROEM01 - Motor, Silindir Kapağı, Değişim, Sıfır Ürün, OEM, 1 adet"
8,MEKANİK,Motor,Silindir Kapağı,MTRSKBDGSSFRMUA01,"MTRSKBDGSSFRMUA01 - Motor, Silindir Kapağı, Değişim, Sıfır Ürün, MUA, 1 adet"
9,MEKANİK,Motor,Silindir Kapağı,MTRSKBDGSCKMOEM01,"MTRSKBDGSCKMOEM01 - Motor, Silindir Kapağı, Değişim, Çıkma, OEM, 1 adet"
10,MEKANİK,Motor,Silindir Kapağı,MTRSKBDGSCKMMUA01,"MTRSKBDGSCKMMUA01 - Motor, Silindir Kapağı, Değişim, Çıkma, MUA, 1 adet"
11,MEKANİK,Motor,Silindir Kapak Contası,MTRSCCONR,"MTRSCCONR - Motor, Silindir Kapak Contası, Onarım"
12,MEKANİK,Motor,Silindir Kapak Contası,MTRSCCDGSSFROEM01,"MTRSCCDGSSFROEM01 - Motor, Silindir Kapak Contası, Değişim, Sıfır Ürün, OEM, 1 adet"
13,MEKANİK,Motor,Silindir Kapak Contası,MTRSCCDGSSFRMUA01,"MTRSCCDGSSFRMUA01 - Motor, Silindir Kapak Contası, Değişim, Sıfır Ürün, MUA, 1 adet"
14,MEKANİK,Motor,Silindir Kapak Contası,MTRSCCDGSCKMOEM01,"MTRSCCDGSCKMOEM01 - Motor, Silindir Kapak Contası, Değişim, Çıkma, OEM, 1 adet"
15,MEKANİK,Motor,Silindir Kapak Contası,MTRSCCDGSCKMMUA01,"MTRSCCDGSCKMMUA01 - Motor, Silindir Kapak Contası, Değişim, Çıkma, MUA, 1 adet"
16,MEKANİK,Motor,Piston,MTRPISONR,"MTRPISONR - Motor, Piston, Onarım"
17,MEKANİK,Motor,Piston,MTRPISDGSSFROEM01,"MTRPISDGSSFROEM01 - Motor, Piston, Değişim, Sıfır Ürün, OEM, 1 adet"
18,MEKANİK,Motor,Piston,MTRPISDGSSFRMUA01,"MTRPISDGSSFRMUA01 - Motor, Piston, Değişim, Sıfır Ürün, MUA, 1 adet"
19,MEKANİK,Motor,Piston,MTRPISDGSCKMOEM01,"MTRPISDGSCKMOEM01 - Motor, Piston, Değişim, Çıkma, OEM, 1 adet"
20,MEKANİK,Motor,Piston,MTRPISDGSCKMMUA01,"MTRPISDGSCKMMUA01 - Motor, Piston, Değişim, Çıkma, MUA, 1 adet"
21,MEKANİK,Motor,Krank Mili,MTRKRNONR,"MTRKRNONR - Motor, Krank Mili, Onarım"
22,MEKANİK,Motor,Krank Mili,MTRKRNDGSSFROEM01,"MTRKRNDGSSFROEM01 - Motor, Krank Mili, Değişim, Sıfır Ürün, OEM, 1 adet"
23,MEKANİK,Motor,Krank Mili,MTRKRNDGSSFRMUA01,"MTRKRNDGSSFRMUA01 - Motor, Krank Mili, Değişim, Sıfır Ürün, MUA, 1 adet"
24,MEKANİK,Motor,Krank Mili,MTRKRNDGSCKMOEM01,"MTRKRNDGSCKMOEM01 - Motor, Krank Mili, Değişim, Çıkma, OEM, 1 adet"
25,MEKANİK,Motor,Krank Mili,MTRKRNDGSCKMMUA01,"MTRKRNDGSCKMMUA01 - Motor, Krank Mili, Değişim, Çıkma, MUA, 1 adet"
26,MEKANİK,Motor,Eksantrik (Kam) Mili,MTRKAMONR,"MTRKAMONR - Motor, Eksantrik (Kam) Mili, Onarım"
27,MEKANİK,Motor,Eksantrik (Kam) Mili,MTRKAMDGSSFROEM01,"MTRKAMDGSSFROEM01 - Motor, Eksantrik (Kam) Mili, Değişim, Sıfır Ürün, OEM, 1 adet"
28,MEKANİK,Motor,Eksantrik (Kam) Mili,MTRKAMDGSSFRMUA01,"MTRKAMDGSSFRMUA01 - Motor, Eksantrik (Kam) Mili, Değişim, Sıfır Ürün, MUA, 1 adet"
29,MEKANİK,Motor,Eksantrik (Kam) Mili,MTRKAMDGSCKMOEM01,"MTRKAMDGSCKMOEM01 - Motor, Eksantrik (Kam) Mili, Değişim, Çıkma, OEM, 1 adet"
30,MEKANİK,Motor,Eksantrik (Kam) Mili,MTRKAMDGSCKMMUA01,"MTRKAMDGSCKMMUA01 - Motor, Eksantrik (Kam) Mili, Değişim, Çıkma, MUA, 1 adet"
31,MEKANİK,Motor,Turboşarj,MTRTRBONR,"MTRTRBONR - Motor, Turboşarj, Onarım"
32,MEKANİK,Motor,Turboşarj,MTRTRBDGSSFROEM01,"MTRTRBDGSSFROEM01 - Motor, Turboşarj, Değişim, Sıfır Ürün, OEM, 1 adet"
33,MEKANİK,Motor,Turboşarj,MTRTRBDGSSFRMUA01,"MTRTRBDGSSFRMUA01 - Motor, Turboşarj, Değişim, Sıfır Ürün, MUA, 1 adet"
34,MEKANİK,Motor,Turboşarj,MTRTRBDGSCKMOEM01,"MTRTRBDGSCKMOEM01 - Motor, Turboşarj, Değişim, Çıkma, OEM, 1 adet"
35,MEKANİK,Motor,Turboşarj,MTRTRBDGSCKMMUA01,"MTRTRBDGSCKMMUA01 - Motor, Turboşarj, Değişim, Çıkma, MUA, 1 adet"
36,MEKANİK,Motor,Süperşarj,MTRSPRONR,"MTRSPRONR - Motor, Süperşarj, Onarım"
37,MEKANİK,Motor,Süperşarj,MTRSPRDGSSFROEM01,"MTRSPRDGSSFROEM01 - Motor, Süperşarj, Değişim, Sıfır Ürün, OEM, 1 adet"
38,MEKANİK,Motor,Süperşarj,MTRSPRDGSSFRMUA01,"MTRSPRDGSSFRMUA01 - Motor, Süperşarj, Değişim, Sıfır Ürün, MUA, 1 adet"
39,MEKANİK,Motor,Süperşarj,MTRSPRDGSCKMOEM01,"MTRSPRDGSCKMOEM01 - Motor, Süperşarj, Değişim, Çıkma, OEM, 1 adet"
40,MEKANİK,Motor,Süperşarj,MTRSPRDGSCKMMUA01,"MTRSPRDGSCKMMUA01 - Motor, Süperşarj, Değişim, Çıkma, MUA, 1 adet"
41,MEKANİK,Motor,EGR Valfi,MTREGRONR,"MTREGRONR - Motor, EGR Valfi, Onarım"
42,MEKANİK,Motor,EGR Valfi,MTREGRDGSSFROEM01,"MTREGRDGSSFROEM01 - Motor, EGR Valfi, Değişim, Sıfır Ürün, OEM, 1 adet"
43,MEKANİK,Motor,EGR Valfi,MTREGRDGSSFRMUA01,"MTREGRDGSSFRMUA01 - Motor, EGR Valfi, Değişim, Sıfır Ürün, MUA, 1 adet"
44,MEKANİK,Motor,EGR Valfi,MTREGRDGSCKMOEM01,"MTREGRDGSCKMOEM01 - Motor, EGR Valfi, Değişim, Çıkma, OEM, 1 adet"
45,MEKANİK,Motor,EGR Valfi,MTREGRDGSCKMMUA01,"MTREGRDGSCKMMUA01 - Motor, EGR Valfi, Değişim, Çıkma, MUA, 1 adet"
46,MEKANİK,Motor,Yağ Pompası,MTRYGPONR,"MTRYGPONR - Motor, Yağ Pompası, Onarım"
47,MEKANİK,Motor,Yağ Pompası,MTRYGPDGSSFROEM01,"MTRYGPDGSSFROEM01 - Motor, Yağ Pompası, Değişim, Sıfır Ürün, OEM, 1 adet"
48,MEKANİK,Motor,Yağ Pompası,MTRYGPDGSSFRMUA01,"MTRYGPDGSSFRMUA01 - Motor, Yağ Pompası, Değişim, Sıfır Ürün, MUA, 1 adet"
49,MEKANİK,Motor,Yağ Pompası,MTRYGPDGSCKMOEM01,"MTRYGPDGSCKMOEM01 - Motor, Yağ Pompası, Değişim, Çıkma, OEM, 1 adet"
50,MEKANİK,Motor,Yağ Pompası,MTRYGPDGSCKMMUA01,"MTRYGPDGSCKMMUA01 - Motor, Yağ Pompası, Değişim, Çıkma, MUA, 1 adet"
51,MEKANİK,Motor,Su Pompası,MTRSPMONR,"MTRSPMONR - Motor, Su Pompası, Onarım"
52,MEKANİK,Motor,Su Pompası,MTRSPMDGSSFROEM01,"MTRSPMDGSSFROEM01 - Motor, Su Pompası, Değişim, Sıfır Ürün, OEM, 1 adet"
53,MEKANİK,Motor,Su Pompası,MTRSPMDGSSFRMUA01,"MTRSPMDGSSFRMUA01 - Motor, Su Pompası, Değişim, Sıfır Ürün, MUA, 1 adet"
54,MEKANİK,Motor,Su Pompası,MTRSPMDGSCKMOEM01,"MTRSPMDGSCKMOEM01 - Motor, Su Pompası, Değişim, Çıkma, OEM, 1 adet"
55,MEKANİK,Motor,Su Pompası,MTRSPMDGSCKMMUA01,"MTRSPMDGSCKMMUA01 - Motor, Su Pompası, Değişim, Çıkma, MUA, 1 adet"
56,MEKANİK,Motor,Termostat,MTRTRMONR,"MTRTRMONR - Motor, Termostat, Onarım"
57,MEKANİK,Motor,Termostat,MTRTRMDGSSFROEM01,"MTRTRMDGSSFROEM01 - Motor, Termostat, Değişim, Sıfır Ürün, OEM, 1 adet"
58,MEKANİK,Motor,Termostat,MTRTRMDGSSFRMUA01,"MTRTRMDGSSFRMUA01 - Motor, Termostat, Değişim, Sıfır Ürün, MUA, 1 adet"
59,MEKANİK,Motor,Termostat,MTRTRMDGSCKMOEM01,"MTRTRMDGSCKMOEM01 - Motor, Termostat, Değişim, Çıkma, OEM, 1 adet"
60,MEKANİK,Motor,Termostat,MTRTRMDGSCKMMUA01,"MTRTRMDGSCKMMUA01 - Motor, Termostat, Değişim, Çıkma, MUA, 1 adet"
61,MEKANİK,Motor,Triger Seti,MTRTRGONR,"MTRTRGONR - Motor, Triger Seti, Onarım"
62,MEKANİK,Motor,Triger Seti,MTRTRGDGSSFROEM01,"MTRTRGDGSSFROEM01 - Motor, Triger Seti, Değişim, Sıfır Ürün, OEM, 1 adet"
63,MEKANİK,Motor,Triger Seti,MTRTRGDGSSFRMUA01,"MTRTRGDGSSFRMUA01 - Motor, Triger Seti, Değişim, Sıfır Ürün, MUA, 1 adet"
64,MEKANİK,Motor,Triger Seti,MTRTRGDGSCKMOEM01,"MTRTRGDGSCKMOEM01 - Motor, Triger Seti, Değişim, Çıkma, OEM, 1 adet"
65,MEKANİK,Motor,Triger Seti,MTRTRGDGSCKMMUA01,"MTRTRGDGSCKMMUA01 - Motor, Triger Seti, Değişim, Çıkma, MUA, 1 adet"
66,MEKANİK,Motor,Hava Filtresi,MTRHVFONR,"MTRHVFONR - Motor, Hava Filtresi, Onarım"
67,MEKANİK,Motor,Hava Filtresi,MTRHVFDGSSFROEM01,"MTRHVFDGSSFROEM01 - Motor, Hava Filtresi, Değişim, Sıfır Ürün, OEM, 1 adet"
68,MEKANİK,Motor,Hava Filtresi,MTRHVFDGSSFRMUA01,"MTRHVFDGSSFRMUA01 - Motor, Hava Filtresi, Değişim, Sıfır Ürün, MUA, 1 adet"
69,MEKANİK,Motor,Hava Filtresi,MTRHVFDGSCKMOEM01,"MTRHVFDGSCKMOEM01 - Motor, Hava Filtresi, Değişim, Çıkma, OEM, 1 adet"
70,MEKANİK,Motor,Hava Filtresi,MTRHVFDGSCKMMUA01,"MTRHVFDGSCKMMUA01 - Motor, Hava Filtresi, Değişim, Çıkma, MUA, 1 adet"
71,MEKANİK,Motor,Yağ Filtresi,MTRYGFONR,"MTRYGFONR - Motor, Yağ Filtresi, Onarım"
72,MEKANİK,Motor,Yağ Filtresi,MTRYGFDGSSFROEM01,"MTRYGFDGSSFROEM01 - Motor, Yağ Filtresi, Değişim, Sıfır Ürün, OEM, 1 adet"
73,MEKANİK,Motor,Yağ Filtresi,MTRYGFDGSSFRMUA01,"MTRYGFDGSSFRMUA01 - Motor, Yağ Filtresi, Değişim, Sıfır Ürün, MUA, 1 adet"
74,MEKANİK,Motor,Yağ Filtresi,MTRYGFDGSCKMOEM01,"MTRYGFDGSCKMOEM01 - Motor, Yağ Filtresi, Değişim, Çıkma, OEM, 1 adet"
75,MEKANİK,Motor,Yağ Filtresi,MTRYGFDGSCKMMUA01,"MTRYGFDGSCKMMUA01 - Motor, Yağ Filtresi, Değişim, Çıkma, MUA, 1 adet"
76,MEKANİK,Motor,Yakıt Filtresi,MTRYKFONR,"MTRYKFONR - Motor, Yakıt Filtresi, Onarım"
77,MEKANİK,Motor,Yakıt Filtresi,MTRYKFDGSSFROEM01,"MTRYKFDGSSFROEM01 - Motor, Yakıt Filtresi, Değişim, Sıfır Ürün, OEM, 1 adet"
78,MEKANİK,Motor,Yakıt Filtresi,MTRYKFDGSSFRMUA01,"MTRYKFDGSSFRMUA01 - Motor, Yakıt Filtresi, Değişim, Sıfır Ürün, MUA, 1 adet"
79,MEKANİK,Motor,Yakıt Filtresi,MTRYKFDGSCKMOEM01,"MTRYKFDGSCKMOEM01 - Motor, Yakıt Filtresi, Değişim, Çıkma, OEM, 1 adet"
80,MEKANİK,Motor,Yakıt Filtresi,MTRYKFDGSCKMMUA01,"MTRYKFDGSCKMMUA01 - Motor, Yakıt Filtresi, Değişim, Çıkma, MUA, 1 adet"
81,MEKANİK,Motor,Intercooler,MTRINTONR,"MTRINTONR - Motor, Intercooler, Onarım"
82,MEKANİK,Motor,Intercooler,MTRINTDGSSFROEM01,"MTRINTDGSSFROEM01 - Motor, Intercooler, Değişim, Sıfır Ürün, OEM, 1 adet"
83,MEKANİK,Motor,Intercooler,MTRINTDGSSFRMUA01,"MTRINTDGSSFRMUA01 - Motor, Intercooler, Değişim, Sıfır Ürün, MUA, 1 adet"
84,MEKANİK,Motor,Intercooler,MTRINTDGSCKMOEM01,"MTRINTDGSCKMOEM01 - Motor, Intercooler, Değişim, Çıkma, OEM, 1 adet"
85,MEKANİK,Motor,Intercooler,MTRINTDGSCKMMUA01,"MTRINTDGSCKMMUA01 - Motor, Intercooler, Değişim, Çıkma, MUA, 1 adet"
86,MEKANİK,Motor,Radyatör,MTRRDTONR,"MTRRDTONR - Motor, Radyatör, Onarım"
87,MEKANİK,Motor,Radyatör,MTRRDTDGSSFROEM01,"MTRRDTDGSSFROEM01 - Motor, Radyatör, Değişim, Sıfır Ürün, OEM, 1 adet"
88,MEKANİK,Motor,Radyatör,MTRRDTDGSSFRMUA01,"MTRRDTDGSSFRMUA01 - Motor, Radyatör, Değişim, Sıfır Ürün, MUA, 1 adet"
89,MEKANİK,Motor,Radyatör,MTRRDTDGSCKMOEM01,"MTRRDTDGSCKMOEM01 - Motor, Radyatör, Değişim, Çıkma, OEM, 1 adet"
90,MEKANİK,Motor,Radyatör,MTRRDTDGSCKMMUA01,"MTRRDTDGSCKMMUA01 - Motor, Radyatör, Değişim, Çıkma, MUA, 1 adet"
91,MEKANİK,Motor,Radyatör Fanı,MTRRFNONR,"MTRRFNONR - Motor, Radyatör Fanı, Onarım"
92,MEKANİK,Motor,Radyatör Fanı,MTRRFNDGSSFROEM01,"MTRRFNDGSSFROEM01 - Motor, Radyatör Fanı, Değişim, Sıfır Ürün, OEM, 1 adet"
93,MEKANİK,Motor,Radyatör Fanı,MTRRFNDGSSFRMUA01,"MTRRFNDGSSFRMUA01 - Motor, Radyatör Fanı, Değişim, Sıfır Ürün, MUA, 1 adet"
94,MEKANİK,Motor,Radyatör Fanı,MTRRFNDGSCKMOEM01,"MTRRFNDGSCKMOEM01 - Motor, Radyatör Fanı, Değişim, Çıkma, OEM, 1 adet"
95,MEKANİK,Motor,Radyatör Fanı,MTRRFNDGSCKMMUA01,"MTRRFNDGSCKMMUA01 - Motor, Radyatör Fanı, Değişim, Çıkma, MUA, 1 adet"
96,MEKANİK,Motor,Motor Takozu,MTRMTKONR,"MTRMTKONR - Motor, Motor Takozu, Onarım"
97,MEKANİK,Motor,Motor Takozu,MTRMTKDGSSFROEM01,"MTRMTKDGSSFROEM01 - Motor, Motor Takozu, Değişim, Sıfır Ürün, OEM, 1 adet"
98,MEKANİK,Motor,Motor Takozu,MTRMTKDGSSFRMUA01,"MTRMTKDGSSFRMUA01 - Motor, Motor Takozu, Değişim, Sıfır Ürün, MUA, 1 adet"
99,MEKANİK,Motor,Motor Takozu,MTRMTKDGSCKMOEM01,"MTRMTKDGSCKMOEM01 - Motor, Motor Takozu, Değişim, Çıkma, OEM, 1 adet"
100,MEKANİK,Motor,Motor Takozu,MTRMTKDGSCKMMUA01,"MTRMTKDGSCKMMUA01 - Motor, Motor Takozu, Değişim, Çıkma, MUA, 1 adet"
101,MEKANİK,Şanzıman,Şanzıman (Komple),SNZSNZONR,"SNZSNZONR - Şanzıman, Şanzıman (Komple), Onarım"
102,MEKANİK,Şanzıman,Şanzıman (Komple),SNZSNZDGSSFROEM01,"SNZSNZDGSSFROEM01 - Şanzıman, Şanzıman (Komple), Değişim, Sıfır Ürün, OEM, 1 adet"
103,MEKANİK,Şanzıman,Şanzıman (Komple),SNZSNZDGSSFRMUA01,"SNZSNZDGSSFRMUA01 - Şanzıman, Şanzıman (Komple), Değişim, Sıfır Ürün, MUA, 1 adet"
104,MEKANİK,Şanzıman,Şanzıman (Komple),SNZSNZDGSCKMOEM01,"SNZSNZDGSCKMOEM01 - Şanzıman, Şanzıman (Komple), Değişim, Çıkma, OEM, 1 adet"
105,MEKANİK,Şanzıman,Şanzıman (Komple),SNZSNZDGSCKMMUA01,"SNZSNZDGSCKMMUA01 - Şanzıman, Şanzıman (Komple), Değişim, Çıkma, MUA, 1 adet"
106,MEKANİK,Şanzıman,Debriyaj Seti,SNZDBYONR,"SNZDBYONR - Şanzıman, Debriyaj Seti, Onarım"
107,MEKANİK,Şanzıman,Debriyaj Seti,SNZDBYDGSSFROEM01,"SNZDBYDGSSFROEM01 - Şanzıman, Debriyaj Seti, Değişim, Sıfır Ürün, OEM, 1 adet"
108,MEKANİK,Şanzıman,Debriyaj Seti,SNZDBYDGSSFRMUA01,"SNZDBYDGSSFRMUA01 - Şanzıman, Debriyaj Seti, Değişim, Sıfır Ürün, MUA, 1 adet"
109,MEKANİK,Şanzıman,Debriyaj Seti,SNZDBYDGSCKMOEM01,"SNZDBYDGSCKMOEM01 - Şanzıman, Debriyaj Seti, Değişim, Çıkma, OEM, 1 adet"
110,MEKANİK,Şanzıman,Debriyaj Seti,SNZDBYDGSCKMMUA01,"SNZDBYDGSCKMMUA01 - Şanzıman, Debriyaj Seti, Değişim, Çıkma, MUA, 1 adet"
111,MEKANİK,Şanzıman,Volan,SNZVLNONR,"SNZVLNONR - Şanzıman, Volan, Onarım"
112,MEKANİK,Şanzıman,Volan,SNZVLNDGSSFROEM01,"SNZVLNDGSSFROEM01 - Şanzıman, Volan, Değişim, Sıfır Ürün, OEM, 1 adet"
113,MEKANİK,Şanzıman,Volan,SNZVLNDGSSFRMUA01,"SNZVLNDGSSFRMUA01 - Şanzıman, Volan, Değişim, Sıfır Ürün, MUA, 1 adet"
114,MEKANİK,Şanzıman,Volan,SNZVLNDGSCKMOEM01,"SNZVLNDGSCKMOEM01 - Şanzıman, Volan, Değişim, Çıkma, OEM, 1 adet"
115,MEKANİK,Şanzıman,Volan,SNZVLNDGSCKMMUA01,"SNZVLNDGSCKMMUA01 - Şanzıman, Volan, Değişim, Çıkma, MUA, 1 adet"
116,MEKANİK,Şanzıman,Vites Teli,SNZVTLONR,"SNZVTLONR - Şanzıman, Vites Teli, Onarım"
117,MEKANİK,Şanzıman,Vites Teli,SNZVTLDGSSFROEM01,"SNZVTLDGSSFROEM01 - Şanzıman, Vites Teli, Değişim, Sıfır Ürün, OEM, 1 adet"
118,MEKANİK,Şanzıman,Vites Teli,SNZVTLDGSSFRMUA01,"SNZVTLDGSSFRMUA01 - Şanzıman, Vites Teli, Değişim, Sıfır Ürün, MUA, 1 adet"
119,MEKANİK,Şanzıman,Vites Teli,SNZVTLDGSCKMOEM01,"SNZVTLDGSCKMOEM01 - Şanzıman, Vites Teli, Değişim, Çıkma, OEM, 1 adet"
120,MEKANİK,Şanzıman,Vites Teli,SNZVTLDGSCKMMUA01,"SNZVTLDGSCKMMUA01 - Şanzıman, Vites Teli, Değişim, Çıkma, MUA, 1 adet"
121,MEKANİK,Şanzıman,Vites Kolu,SNZVKLONR,"SNZVKLONR - Şanzıman, Vites Kolu, Onarım"
122,MEKANİK,Şanzıman,Vites Kolu,SNZVKLDGSSFROEM01,"SNZVKLDGSSFROEM01 - Şanzıman, Vites Kolu, Değişim, Sıfır Ürün, OEM, 1 adet"
123,MEKANİK,Şanzıman,Vites Kolu,SNZVKLDGSSFRMUA01,"SNZVKLDGSSFRMUA01 - Şanzıman, Vites Kolu, Değişim, Sıfır Ürün, MUA, 1 adet"
124,MEKANİK,Şanzıman,Vites Kolu,SNZVKLDGSCKMOEM01,"SNZVKLDGSCKMOEM01 - Şanzıman, Vites Kolu, Değişim, Çıkma, OEM, 1 adet"
125,MEKANİK,Şanzıman,Vites Kolu,SNZVKLDGSCKMMUA01,"SNZVKLDGSCKMMUA01 - Şanzıman, Vites Kolu, Değişim, Çıkma, MUA, 1 adet"
126,MEKANİK,Şanzıman,Şanzıman Yağı,SNZSYGONR,"SNZSYGONR - Şanzıman, Şanzıman Yağı, Onarım"
127,MEKANİK,Şanzıman,Şanzıman Yağı,SNZSYGDGSSFROEM01,"SNZSYGDGSSFROEM01 - Şanzıman, Şanzıman Yağı, Değişim, Sıfır Ürün, OEM, 1 adet"
128,MEKANİK,Şanzıman,Şanzıman Yağı,SNZSYGDGSSFRMUA01,"SNZSYGDGSSFRMUA01 - Şanzıman, Şanzıman Yağı, Değişim, Sıfır Ürün, MUA, 1 adet"
129,MEKANİK,Şanzıman,Şanzıman Yağı,SNZSYGDGSCKMOEM01,"SNZSYGDGSCKMOEM01 - Şanzıman, Şanzıman Yağı, Değişim, Çıkma, OEM, 1 adet"
130,MEKANİK,Şanzıman,Şanzıman Yağı,SNZSYGDGSCKMMUA01,"SNZSYGDGSCKMMUA01 - Şanzıman, Şanzıman Yağı, Değişim, Çıkma, MUA, 1 adet"
131,MEKANİK,Şanzıman,Şanzıman Beyni (TCU),SNZTCUONR,"SNZTCUONR - Şanzıman, Şanzıman Beyni (TCU), Onarım"
132,MEKANİK,Şanzıman,Şanzıman Beyni (TCU),SNZTCUDGSSFROEM01,"SNZTCUDGSSFROEM01 - Şanzıman, Şanzıman Beyni (TCU), Değişim, Sıfır Ürün, OEM, 1 adet"
133,MEKANİK,Şanzıman,Şanzıman Beyni (TCU),SNZTCUDGSSFRMUA01,"SNZTCUDGSSFRMUA01 - Şanzıman, Şanzıman Beyni (TCU), Değişim, Sıfır Ürün, MUA, 1 adet"
134,MEKANİK,Şanzıman,Şanzıman Beyni (TCU),SNZTCUDGSCKMOEM01,"SNZTCUDGSCKMOEM01 - Şanzıman, Şanzıman Beyni (TCU), Değişim, Çıkma, OEM, 1 adet"
135,MEKANİK,Şanzıman,Şanzıman Beyni (TCU),SNZTCUDGSCKMMUA01,"SNZTCUDGSCKMMUA01 - Şanzıman, Şanzıman Beyni (TCU), Değişim, Çıkma, MUA, 1 adet"
136,MEKANİK,Diferansiyel & Aks,Diferansiyel,DFRDFRONR,"DFRDFRONR - Diferansiyel & Aks, Diferansiyel, Onarım"
137,MEKANİK,Diferansiyel & Aks,Diferansiyel,DFRDFRDGSSFROEM01,"DFRDFRDGSSFROEM01 - Diferansiyel & Aks, Diferansiyel, Değişim, Sıfır Ürün, OEM, 1 adet"
138,MEKANİK,Diferansiyel & Aks,Diferansiyel,DFRDFRDGSSFRMUA01,"DFRDFRDGSSFRMUA01 - Diferansiyel & Aks, Diferansiyel, Değişim, Sıfır Ürün, MUA, 1 adet"
139,MEKANİK,Diferansiyel & Aks,Diferansiyel,DFRDFRDGSCKMOEM01,"DFRDFRDGSCKMOEM01 - Diferansiyel & Aks, Diferansiyel, Değişim, Çıkma, OEM, 1 adet"
140,MEKANİK,Diferansiyel & Aks,Diferansiyel,DFRDFRDGSCKMMUA01,"DFRDFRDGSCKMMUA01 - Diferansiyel & Aks, Diferansiyel, Değişim, Çıkma, MUA, 1 adet"
141,MEKANİK,Diferansiyel & Aks,Aks (Komple),DFRAKSONR,"DFRAKSONR - Diferansiyel & Aks, Aks (Komple), Onarım"
142,MEKANİK,Diferansiyel & Aks,Aks (Komple),DFRAKSDGSSFROEM01,"DFRAKSDGSSFROEM01 - Diferansiyel & Aks, Aks (Komple), Değişim, Sıfır Ürün, OEM, 1 adet"
143,MEKANİK,Diferansiyel & Aks,Aks (Komple),DFRAKSDGSSFRMUA01,"DFRAKSDGSSFRMUA01 - Diferansiyel & Aks, Aks (Komple), Değişim, Sıfır Ürün, MUA, 1 adet"
144,MEKANİK,Diferansiyel & Aks,Aks (Komple),DFRAKSDGSCKMOEM01,"DFRAKSDGSCKMOEM01 - Diferansiyel & Aks, Aks (Komple), Değişim, Çıkma, OEM, 1 adet"
145,MEKANİK,Diferansiyel & Aks,Aks (Komple),DFRAKSDGSCKMMUA01,"DFRAKSDGSCKMMUA01 - Diferansiyel & Aks, Aks (Komple), Değişim, Çıkma, MUA, 1 adet"
146,MEKANİK,Diferansiyel & Aks,Aks Kafası (CV Joint),DFRCVJONR,"DFRCVJONR - Diferansiyel & Aks, Aks Kafası (CV Joint), Onarım"
147,MEKANİK,Diferansiyel & Aks,Aks Kafası (CV Joint),DFRCVJDGSSFROEM01,"DFRCVJDGSSFROEM01 - Diferansiyel & Aks, Aks Kafası (CV Joint), Değişim, Sıfır Ürün, OEM, 1 adet"
148,MEKANİK,Diferansiyel & Aks,Aks Kafası (CV Joint),DFRCVJDGSSFRMUA01,"DFRCVJDGSSFRMUA01 - Diferansiyel & Aks, Aks Kafası (CV Joint), Değişim, Sıfır Ürün, MUA, 1 adet"
149,MEKANİK,Diferansiyel & Aks,Aks Kafası (CV Joint),DFRCVJDGSCKMOEM01,"DFRCVJDGSCKMOEM01 - Diferansiyel & Aks, Aks Kafası (CV Joint), Değişim, Çıkma, OEM, 1 adet"
150,MEKANİK,Diferansiyel & Aks,Aks Kafası (CV Joint),DFRCVJDGSCKMMUA01,"DFRCVJDGSCKMMUA01 - Diferansiyel & Aks, Aks Kafası (CV Joint), Değişim, Çıkma, MUA, 1 adet"
151,MEKANİK,Diferansiyel & Aks,Aks Körüğü,DFRAKGONR,"DFRAKGONR - Diferansiyel & Aks, Aks Körüğü, Onarım"
152,MEKANİK,Diferansiyel & Aks,Aks Körüğü,DFRAKGDGSSFROEM01,"DFRAKGDGSSFROEM01 - Diferansiyel & Aks, Aks Körüğü, Değişim, Sıfır Ürün, OEM, 1 adet"
153,MEKANİK,Diferansiyel & Aks,Aks Körüğü,DFRAKGDGSSFRMUA01,"DFRAKGDGSSFRMUA01 - Diferansiyel & Aks, Aks Körüğü, Değişim, Sıfır Ürün, MUA, 1 adet"
154,MEKANİK,Diferansiyel & Aks,Aks Körüğü,DFRAKGDGSCKMOEM01,"DFRAKGDGSCKMOEM01 - Diferansiyel & Aks, Aks Körüğü, Değişim, Çıkma, OEM, 1 adet"
